Price,High,Low,Open,Date,Volumefrom,Volumeto
0.0,0.0,0.0,0.0,2017-05-05,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-04,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-03,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-02,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-01,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-30,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-29,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-28,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-27,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-26,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-25,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-24,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-23,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-22,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-21,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-20,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-19,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-18,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-17,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-16,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-15,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-14,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-13,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-12,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-11,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-10,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-09,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-08,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-07,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-06,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-05,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-04,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-03,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-02,0.0,0.0
0.0,0.0,0.0,0.0,2017-04-01,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-31,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-30,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-29,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-28,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-27,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-26,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-25,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-24,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-23,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-22,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-21,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-20,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-19,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-18,0.0,0.0
0.0,0.0,0.0,0.0,2017-03-17,0.0,0.0
